id,source_count
13353305835758997200748918937499701400565987741067072352704183211054944212294,17
9438903719216397006109241712652668528230231578763971541371723706120570454058,17
109361819591782949937838327773444691081522148914829610238350172857241704354903,17
56086113648745470862198214079842223945869715788758270435354214237641911272890,17
93574405872010378304645805694147043469292106974432065479297137966850266555602,17
42188056310082029968457877575649964456213030996500149127964597369233629385525,17
72461246470857066333264790429284563673420888200412138307972792823213551221007,17
49122840453328355334763227706125766352221126444102757727080788760501542952847,16
30610328995021589986019817366680340645542830352546788275740504283208659145147,16
73674709069920500144640209021238818416625983145723623515419340413625104632884,16
23988386110288753592504221449449239154385754863574574248922269297258584004642,16
101834376913285775563649860938653975747395209128997965360239157944940197271428,16
668703565731265097694689576505748448687644443615752758032657147850786408365,16
46656614138860499908675454135152021399020840878033879518926086768860343392874,16
38897990039419699719344275876470839752703458515754295602200995759604516889721,16
57227297706704657776871153115476205000580941045480103264469106755182365993110,16
83300251048018864660790118294994937232728053774328172855638507182008737082034,16
105549992939364451971732007784783949618339645136249570940414381236044168940205,16
89013994566410404935573694973506343141792776254844743383888567955487492209933,16
86003828490110636070421585204864637885164128395242074226355047690336710762904,16
96740598643892064811058904935083838098079639730723459014790036276476139371882,16
91580759886916483722158070793094823367649152047809146886357225692662831212198,15
82397074062056732661952120786990366374810306950475701668456597729994886243573,15
18758432797215988102753480602733914883430706617713730911688960736645747061467,15
99859434097362121033693018633028528323857977227035091571469534812416768069034,15
68239341295905675406512657363032968256603986662218067877761194453574867859101,15
67191901952986847327597169389021745161279503875853601774599568155539123874319,15
80957388576281882556110637457389944387067146005975443875469141750752596508071,15
65059933214467928297665451968220858972976025024297897140814545586003142232839,15
68614121846219086284909926416133088101276152798827923224842123394421460643502,15
20000250051576874876259939683742115711639214039597088008514619444415955482554,15
9005466014561469252026791546300219567191431237426820982257028075433560166122,15
39977578548358676603453034567767536520870740261043555746926924898466960435031,15
61660080549377199399168407878074081269256253775658555395339307317193902469693,15
98998528721354617889360566184902481058675615575580543782573304650396778709181,15
18755139015916337550875519066311351866572069789964980676415517082149855086686,15
65093977759150125019016376309440158270743027223580830983788721877698569589330,15
112675905568672018947265991358840117067422502878949506363483709886354731985742,15
67323974139214044408268641706871744926274824372477296537157422595443002256099,15
72716390854952887712917626180890934449674072963323320453266257615400478851143,15
114123208770261427192917852431421519902235396313947259417558473201873962597245,15
35165742685481653439681182239019796399279761598274988241086661456487847439302,15
5801506139265560189465491498991516422840066057110314352325440770240780111220,15
4032331883711679256121076909822119190471021407401476462375718140037966648930,14
81463667325325374598075013882042627620814997832787741382019354026424167824333,14
92568218616608275136220788824101999049193819833326952738654502976101121474586,14
103647228778079395030683810817840668720624516919832269845957060196000873277396,14
31689368120759156399680056954834041291939238756736262193412191184000527801026,14
83125083756100296096839991874612768389456927603651281647389460336506294786276,14
62603991294924660346118528684332131055889874610634955634764771054954741573024,14
59008987970675483421532494136721842765596388438042105691497307256907472546348,14
35365290535551041208935027831789874394224406497476475830799574174022658924279,14
108357581621747949898590714195532809964868057528818737960996685023418625060532,14
70910843181404317587372503922846393610919026993186758764706043384888699655913,14
46303599725460962031591601430362416909267679670535322422627942238296278270522,14
74366513894588864283714019705741661342323508618207884283668342657141039774572,14
66334618001944391560620306292867913976820224005155416444285506989787521701585,14
35350521957881283767030162878741811226146052317896688236274968415098968218770,14
3017116322043820547336010297426851025852846389147227784563697425953113734282,14
109320618704962761690528544665891134703219917530394858174576625169290096518764,14
109800272434473800988803164077506607938022997074854039482477056416651630802445,13
23961923359356841565744856727640898628755013441670437246073803616587836845987,13
106143953583292547381727063517197668494131091091965229494785855061206827826039,13
63634945601041540194169619441826192341202044574282259848518890579466742878880,13
23088656046654628255769550112720504378754809770749323456885847109133545090394,13
38035362197686550430664559858028273123635269426306534520905638101897830244137,13
27138576965514347292064332044196207952714610374167040064256850746075528791862,13
92927241702865462699961266416134192783427760763478013002080662149847244761887,13
39503320933976878852667415055485395021601439470875121199020299163465154030371,13
33689623061472717951146390608013305009307270710190703468579138630957626007695,13
103944194088159574890247871232184518536579717302128793470825549803922940805925,13
39514991840879365308520440121027708047546634209340761521670647915412978427239,13
855078534898543949945372333050469459791149699395508616564733686473139380490,13
93023607447379305326123387168562805923409937539073676347553997727424371663307,13
88426143806807330756847944807470034841761066821911616839029217462161757825723,13
80678562919021710256537451531009320610093270673595908062595385975922920037688,13
66637806668057041686469093552074923298344672265572354454209786626325696945471,12
53483077130549743782886616672148932913230872495179819273162643255462230270967,12
26701970142489974797110548818523212958722341862288052580464194453323523865243,12
86860782442963337983759179308911202158036354885186230908545321338535335011810,12
16721527336071178287297724593385308919451613661604460083287906895727588626540,12
3111735852209572162769887189152428040087354212240066074191362221833090950845,12
45932675355492065540616298615537555860921610055193296152396095970303209272199,12
59306384750111164133894398389859814285689068052445924329564578703837718063793,12
59667882034702450230719007301962803382785864458414195848930446896206578978631,12
111323828474428348722582774141958567771001782146216599161165232540005061893667,12
68070739029164987663749134883970691657118450390883942076752063960410024080658,12
64598805518167209266894179962028227032670210088116378320869120508990868865937,12
14064136131573224966502297975463412976310664170910772083119808714677258546816,12
105531970920010546735936529044609098981224680124357432929020890806794216304835,12
29261094721921086667822276070500625979417829985793770571154930114338815257546,12
5533025125034263480613599278941969029970444235037873997113600327871956776595,12
