id,mass,sources,formula_diff
EVODEX.2.1-M114,147.06847,"EVODEX.2.1-P4584,EVODEX.2.1-P5631,EVODEX.2.1-P6769,EVODEX.2.1-P6774,EVODEX.2.1-P6826,EVODEX.2.1-P6829,EVODEX.2.1-P6832,EVODEX.2.1-P6840,EVODEX.2.1-P6844,EVODEX.2.1-P6973","{""C"": 9, ""H"": 9, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M316,163.06337,"EVODEX.2.1-P6674,EVODEX.2.1-P6922,EVODEX.2.1-P6929,EVODEX.2.1-P6933,EVODEX.2.1-P6986","{""C"": 9, ""H"": 9, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M317,-1461.24535,"EVODEX.2.1-P1985,EVODEX.2.1-P1986,EVODEX.2.1-P1990,EVODEX.2.1-P1991,EVODEX.2.1-P1992","{""C"": -100, ""H"": -165, ""O"": -4, ""P"": -1}"
EVODEX.2.1-M318,-211.02452,"EVODEX.2.1-P4142,EVODEX.2.1-P4379,EVODEX.2.1-P4897,EVODEX.2.1-P5061,EVODEX.2.1-P5068","{""C"": -10, ""F"": -3, ""H"": -4, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M319,-229.03508,"EVODEX.2.1-P4865,EVODEX.2.1-P5010,EVODEX.2.1-P5051,EVODEX.2.1-P5060,EVODEX.2.1-P5067","{""C"": -10, ""F"": -3, ""H"": -6, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M320,-161.08413,"EVODEX.2.1-P4293,EVODEX.2.1-P4384,EVODEX.2.1-P4648,EVODEX.2.1-P4848,EVODEX.2.1-P4950","{""C"": -10, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M321,-249.08633,"EVODEX.2.1-P2246,EVODEX.2.1-P3102,EVODEX.2.1-P3782,EVODEX.2.1-P6144,EVODEX.2.1-P6146","{""C"": -10, ""H"": -11, ""N"": -5, ""O"": -3}"
EVODEX.2.1-M115,-329.05266,"EVODEX.2.1-P3174,EVODEX.2.1-P3200,EVODEX.2.1-P5820,EVODEX.2.1-P5827,EVODEX.2.1-P5854","{""C"": -10, ""H"": -12, ""N"": -5, ""O"": -6, ""P"": -1}"
EVODEX.2.1-M116,-345.04756,"EVODEX.2.1-P3183,EVODEX.2.1-P3201,EVODEX.2.1-P3231,EVODEX.2.1-P5815,EVODEX.2.1-P5838","{""C"": -10, ""H"": -12, ""N"": -5, ""O"": -7, ""P"": -1}"
EVODEX.2.1-M322,-267.09689,"EVODEX.2.1-P2848,EVODEX.2.1-P2849,EVODEX.2.1-P2884,EVODEX.2.1-P2984,EVODEX.2.1-P3049","{""C"": -10, ""H"": -13, ""N"": -5, ""O"": -4}"
EVODEX.2.1-M63,-409.01899,"EVODEX.2.1-P1271,EVODEX.2.1-P246,EVODEX.2.1-P2890,EVODEX.2.1-P3133,EVODEX.2.1-P5840","{""C"": -10, ""H"": -13, ""N"": -5, ""O"": -9, ""P"": -2}"
EVODEX.2.1-M324,-428.01352,"EVODEX.2.1-P2819,EVODEX.2.1-P2836,EVODEX.2.1-P2901,EVODEX.2.1-P2929,EVODEX.2.1-P2987","{""C"": -10, ""H"": -14, ""N"": -4, ""O"": -11, ""P"": -2}"
EVODEX.2.1-M325,-331.06831999999997,"EVODEX.2.1-P3002,EVODEX.2.1-P3166,EVODEX.2.1-P3168,EVODEX.2.1-P3169,EVODEX.2.1-P3170","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -6, ""P"": -1}"
EVODEX.2.1-M33,-347.06322,"EVODEX.2.1-P2868,EVODEX.2.1-P2872,EVODEX.2.1-P2889,EVODEX.2.1-P2906,EVODEX.2.1-P3001,EVODEX.2.1-P3128,EVODEX.2.1-P3129,EVODEX.2.1-P3132,EVODEX.2.1-P3141,EVODEX.2.1-P3171,EVODEX.2.1-P3242,EVODEX.2.1-P3305,EVODEX.2.1-P5814,EVODEX.2.1-P5819,EVODEX.2.1-P5853","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -7, ""P"": -1}"
EVODEX.2.1-M326,-363.05812,"EVODEX.2.1-P2862,EVODEX.2.1-P2863,EVODEX.2.1-P2911,EVODEX.2.1-P3164,EVODEX.2.1-P5817","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -8, ""P"": -1}"
EVODEX.2.1-M13,-427.02955000000003,"EVODEX.2.1-P2068,EVODEX.2.1-P2069,EVODEX.2.1-P2071,EVODEX.2.1-P2080,EVODEX.2.1-P2092,EVODEX.2.1-P2823,EVODEX.2.1-P2878,EVODEX.2.1-P2879,EVODEX.2.1-P2880,EVODEX.2.1-P2885,EVODEX.2.1-P2893,EVODEX.2.1-P2905,EVODEX.2.1-P2917,EVODEX.2.1-P2931,EVODEX.2.1-P2932,EVODEX.2.1-P2936,EVODEX.2.1-P2958,EVODEX.2.1-P2986,EVODEX.2.1-P2993,EVODEX.2.1-P3035,EVODEX.2.1-P3038,EVODEX.2.1-P3039,EVODEX.2.1-P3041,EVODEX.2.1-P3045,EVODEX.2.1-P3052,EVODEX.2.1-P3076,EVODEX.2.1-P3084,EVODEX.2.1-P3090,EVODEX.2.1-P3092,EVODEX.2.1-P3107,EVODEX.2.1-P3121,EVODEX.2.1-P3122,EVODEX.2.1-P3147,EVODEX.2.1-P3150,EVODEX.2.1-P3308,EVODEX.2.1-P3312,EVODEX.2.1-P3314,EVODEX.2.1-P3318,EVODEX.2.1-P3333,EVODEX.2.1-P3339,EVODEX.2.1-P3342,EVODEX.2.1-P3344,EVODEX.2.1-P3346,EVODEX.2.1-P3350,EVODEX.2.1-P7110","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -10, ""P"": -2}"
EVODEX.2.1-M34,-443.02445,"EVODEX.2.1-P2078,EVODEX.2.1-P2093,EVODEX.2.1-P2119,EVODEX.2.1-P2121,EVODEX.2.1-P2124,EVODEX.2.1-P2126,EVODEX.2.1-P2134,EVODEX.2.1-P2141,EVODEX.2.1-P2145,EVODEX.2.1-P2147,EVODEX.2.1-P2877,EVODEX.2.1-P2891,EVODEX.2.1-P2892,EVODEX.2.1-P2894,EVODEX.2.1-P2992,EVODEX.2.1-P3105,EVODEX.2.1-P3136,EVODEX.2.1-P3138,EVODEX.2.1-P3139,EVODEX.2.1-P3142","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -11, ""P"": -2}"
EVODEX.2.1-M117,-411.03465,"EVODEX.2.1-P2818,EVODEX.2.1-P2824,EVODEX.2.1-P2873,EVODEX.2.1-P2915,EVODEX.2.1-P2959,EVODEX.2.1-P3110,EVODEX.2.1-P3135,EVODEX.2.1-P3143,EVODEX.2.1-P3144,EVODEX.2.1-P3145","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -9, ""P"": -2}"
EVODEX.2.1-M118,-402.02298,"EVODEX.2.1-P2075,EVODEX.2.1-P2081,EVODEX.2.1-P2089,EVODEX.2.1-P2091,EVODEX.2.1-P2180,EVODEX.2.1-P2820,EVODEX.2.1-P2927,EVODEX.2.1-P2934,EVODEX.2.1-P2994,EVODEX.2.1-P2996","{""C"": -10, ""H"": -16, ""N"": -2, ""O"": -11, ""P"": -2}"
EVODEX.2.1-M119,-126.04698,"EVODEX.2.1-P3442,EVODEX.2.1-P3462,EVODEX.2.1-P3465,EVODEX.2.1-P3491,EVODEX.2.1-P3493,EVODEX.2.1-P3495,EVODEX.2.1-P3500,EVODEX.2.1-P3503,EVODEX.2.1-P3577,EVODEX.2.1-P4022","{""C"": -10, ""H"": -6}"
EVODEX.2.1-M120,-158.03678,"EVODEX.2.1-P3427,EVODEX.2.1-P3431,EVODEX.2.1-P3456,EVODEX.2.1-P3933,EVODEX.2.1-P3941,EVODEX.2.1-P3977,EVODEX.2.1-P3979,EVODEX.2.1-P3983,EVODEX.2.1-P4012,EVODEX.2.1-P4057","{""C"": -10, ""H"": -6, ""O"": -2}"
EVODEX.2.1-M327,-125.06300999999999,"EVODEX.2.1-P3571,EVODEX.2.1-P4356,EVODEX.2.1-P4367,EVODEX.2.1-P4380,EVODEX.2.1-P4988","{""C"": -10, ""H"": -7, ""N"": -1, ""O"": 1}"
EVODEX.2.1-M328,-157.05281,"EVODEX.2.1-P4172,EVODEX.2.1-P4974,EVODEX.2.1-P4985,EVODEX.2.1-P5252,EVODEX.2.1-P5325","{""C"": -10, ""H"": -7, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M121,-144.05754,"EVODEX.2.1-P3454,EVODEX.2.1-P3461,EVODEX.2.1-P3464,EVODEX.2.1-P3466,EVODEX.2.1-P3496,EVODEX.2.1-P3498,EVODEX.2.1-P3576,EVODEX.2.1-P4021,EVODEX.2.1-P4083,EVODEX.2.1-P4729","{""C"": -10, ""H"": -8, ""O"": -1}"
EVODEX.2.1-M122,-176.04734,"EVODEX.2.1-P1567,EVODEX.2.1-P3432,EVODEX.2.1-P3452,EVODEX.2.1-P3455,EVODEX.2.1-P3457,EVODEX.2.1-P3506,EVODEX.2.1-P3665,EVODEX.2.1-P3667,EVODEX.2.1-P3669,EVODEX.2.1-P3676","{""C"": -10, ""H"": -8, ""O"": -3}"
EVODEX.2.1-M123,-143.07357,"EVODEX.2.1-P4156,EVODEX.2.1-P4218,EVODEX.2.1-P4224,EVODEX.2.1-P4294,EVODEX.2.1-P4303,EVODEX.2.1-P4383,EVODEX.2.1-P4849,EVODEX.2.1-P4850,EVODEX.2.1-P4987,EVODEX.2.1-P5021","{""C"": -10, ""H"": -9, ""N"": -1}"
EVODEX.2.1-M329,-175.06337,"EVODEX.2.1-P4650,EVODEX.2.1-P4900,EVODEX.2.1-P5048,EVODEX.2.1-P5056,EVODEX.2.1-P5062","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M330,-191.05827,"EVODEX.2.1-P4421,EVODEX.2.1-P4441,EVODEX.2.1-P4457,EVODEX.2.1-P4458,EVODEX.2.1-P4492","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M331,-207.05317,"EVODEX.2.1-P2764,EVODEX.2.1-P2765,EVODEX.2.1-P2769,EVODEX.2.1-P2775,EVODEX.2.1-P2776","{""C"": -10, ""H"": -9, ""N"": -1, ""O"": -4}"
EVODEX.2.1-M124,-186.07940000000002,"EVODEX.2.1-P3627,EVODEX.2.1-P4136,EVODEX.2.1-P4145,EVODEX.2.1-P4195,EVODEX.2.1-P4198,EVODEX.2.1-P4229,EVODEX.2.1-P4490,EVODEX.2.1-P4506,EVODEX.2.1-P4941,EVODEX.2.1-P5679","{""C"": -11, ""H"": -10, ""N"": -2, ""O"": -1}"
EVODEX.2.1-M173,-218.06920000000002,"EVODEX.2.1-P4173,EVODEX.2.1-P4208,EVODEX.2.1-P4210,EVODEX.2.1-P4211,EVODEX.2.1-P4215,EVODEX.2.1-P4698,EVODEX.2.1-P4707,EVODEX.2.1-P4709,EVODEX.2.1-P4713","{""C"": -11, ""H"": -10, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M332,-173.08413,"EVODEX.2.1-P4358,EVODEX.2.1-P4856,EVODEX.2.1-P4859,EVODEX.2.1-P4863,EVODEX.2.1-P4983","{""C"": -11, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M125,-204.08996000000002,"EVODEX.2.1-P2541,EVODEX.2.1-P2542,EVODEX.2.1-P2545,EVODEX.2.1-P2569,EVODEX.2.1-P2711,EVODEX.2.1-P4489,EVODEX.2.1-P4548,EVODEX.2.1-P4940,EVODEX.2.1-P5437,EVODEX.2.1-P5678","{""C"": -11, ""H"": -12, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M619,-220.08486000000002,EVODEX.2.1-P4701,"{""C"": -11, ""H"": -12, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M333,-298.09758,"EVODEX.2.1-P2205,EVODEX.2.1-P2234,EVODEX.2.1-P2251,EVODEX.2.1-P2255,EVODEX.2.1-P2280","{""C"": -11, ""H"": -16, ""N"": -5, ""O"": -3, ""S"": -1}"
EVODEX.2.1-M334,-286.12784,"EVODEX.2.1-P5247,EVODEX.2.1-P5248,EVODEX.2.1-P5249,EVODEX.2.1-P5250,EVODEX.2.1-P5251","{""C"": -11, ""H"": -18, ""N"": -4, ""O"": -5}"
EVODEX.2.1-M126,-200.05864,"EVODEX.2.1-P4174,EVODEX.2.1-P4209,EVODEX.2.1-P4212,EVODEX.2.1-P4213,EVODEX.2.1-P4214,EVODEX.2.1-P4696,EVODEX.2.1-P4700,EVODEX.2.1-P4704,EVODEX.2.1-P4706,EVODEX.2.1-P4710","{""C"": -11, ""H"": -8, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M337,-155.07357,"EVODEX.2.1-P4391,EVODEX.2.1-P4855,EVODEX.2.1-P4858,EVODEX.2.1-P4860,EVODEX.2.1-P4861","{""C"": -11, ""H"": -9, ""N"": -1}"
EVODEX.2.1-M338,-203.05827,"EVODEX.2.1-P2538,EVODEX.2.1-P2550,EVODEX.2.1-P2568,EVODEX.2.1-P2700,EVODEX.2.1-P2710","{""C"": -11, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M339,-250.14314000000002,"EVODEX.2.1-P4406,EVODEX.2.1-P4409,EVODEX.2.1-P4412,EVODEX.2.1-P4415,EVODEX.2.1-P4416","{""C"": -12, ""H"": -18, ""N"": -4, ""O"": -2}"
EVODEX.2.1-M340,-268.15369999999996,"EVODEX.2.1-P4407,EVODEX.2.1-P4410,EVODEX.2.1-P4411,EVODEX.2.1-P4418,EVODEX.2.1-P4431","{""C"": -12, ""H"": -20, ""N"": -4, ""O"": -3}"
EVODEX.2.1-M341,-324.1056,"EVODEX.2.1-P1972,EVODEX.2.1-P3881,EVODEX.2.1-P3884,EVODEX.2.1-P3965,EVODEX.2.1-P4023","{""C"": -12, ""H"": -20, ""O"": -10}"
EVODEX.2.1-M342,-182.16716,"EVODEX.2.1-P5342,EVODEX.2.1-P5408,EVODEX.2.1-P5409,EVODEX.2.1-P5412,EVODEX.2.1-P5415","{""C"": -12, ""H"": -22, ""O"": -1}"
EVODEX.2.1-M343,-263.07939,"EVODEX.2.1-P4438,EVODEX.2.1-P4654,EVODEX.2.1-P4655,EVODEX.2.1-P4661,EVODEX.2.1-P4666","{""C"": -13, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2.1-M344,-260.12748,"EVODEX.2.1-P5017,EVODEX.2.1-P5100,EVODEX.2.1-P5103,EVODEX.2.1-P5106,EVODEX.2.1-P5111","{""C"": -13, ""H"": -16, ""N"": -4, ""O"": -2}"
EVODEX.2.1-M345,-336.11837999999995,"EVODEX.2.1-P4424,EVODEX.2.1-P4425,EVODEX.2.1-P4644,EVODEX.2.1-P4960,EVODEX.2.1-P5041","{""C"": -13, ""H"": -16, ""N"": -6, ""O"": -5}"
EVODEX.2.1-M346,-354.12894,"EVODEX.2.1-P4642,EVODEX.2.1-P4643,EVODEX.2.1-P4732,EVODEX.2.1-P5243,EVODEX.2.1-P5244","{""C"": -13, ""H"": -18, ""N"": -6, ""O"": -6}"
EVODEX.2.1-M347,-269.17409,"EVODEX.2.1-P4964,EVODEX.2.1-P4966,EVODEX.2.1-P4968,EVODEX.2.1-P4970,EVODEX.2.1-P4972","{""C"": -13, ""H"": -23, ""N"": -3, ""O"": -3}"
EVODEX.2.1-M348,-287.18465,"EVODEX.2.1-P4963,EVODEX.2.1-P4965,EVODEX.2.1-P4967,EVODEX.2.1-P4969,EVODEX.2.1-P4971","{""C"": -13, ""H"": -25, ""N"": -3, ""O"": -4}"
EVODEX.2.1-M593,-394.07924999999994,"EVODEX.2.1-P6488,EVODEX.2.1-P6501","{""C"": -14, ""H"": -15, ""N"": -6, ""O"": -6, ""P"": -1}"
EVODEX.2.1-M349,-290.13804,"EVODEX.2.1-P5070,EVODEX.2.1-P5071,EVODEX.2.1-P5072,EVODEX.2.1-P5077,EVODEX.2.1-P5081","{""C"": -14, ""H"": -18, ""N"": -4, ""O"": -3}"
EVODEX.2.1-M350,-308.1486,"EVODEX.2.1-P5069,EVODEX.2.1-P5076,EVODEX.2.1-P5078,EVODEX.2.1-P5079,EVODEX.2.1-P5080","{""C"": -14, ""H"": -20, ""N"": -4, ""O"": -4}"
EVODEX.2.1-M20,-385.12963,"EVODEX.2.1-P1333,EVODEX.2.1-P1339,EVODEX.2.1-P1341,EVODEX.2.1-P1345,EVODEX.2.1-P1347,EVODEX.2.1-P1350,EVODEX.2.1-P1354,EVODEX.2.1-P1356,EVODEX.2.1-P1358,EVODEX.2.1-P1365,EVODEX.2.1-P1369,EVODEX.2.1-P1370,EVODEX.2.1-P1372,EVODEX.2.1-P1375,EVODEX.2.1-P1381,EVODEX.2.1-P1383,EVODEX.2.1-P1385,EVODEX.2.1-P1387,EVODEX.2.1-P1397,EVODEX.2.1-P1400,EVODEX.2.1-P1405,EVODEX.2.1-P1406,EVODEX.2.1-P1408,EVODEX.2.1-P1410,EVODEX.2.1-P1411,EVODEX.2.1-P1415,EVODEX.2.1-P1419,EVODEX.2.1-P1420,EVODEX.2.1-P1431,EVODEX.2.1-P1440,EVODEX.2.1-P1441,EVODEX.2.1-P1442,EVODEX.2.1-P1444,EVODEX.2.1-P1445,EVODEX.2.1-P1448","{""C"": -14, ""H"": -21, ""N"": -6, ""O"": -5, ""S"": -1}"
EVODEX.2.1-M351,-265.17919,"EVODEX.2.1-P4923,EVODEX.2.1-P4938,EVODEX.2.1-P4944,EVODEX.2.1-P4947,EVODEX.2.1-P4949","{""C"": -14, ""H"": -23, ""N"": -3, ""O"": -2}"
EVODEX.2.1-M352,-283.18975,"EVODEX.2.1-P4921,EVODEX.2.1-P4929,EVODEX.2.1-P4932,EVODEX.2.1-P4935,EVODEX.2.1-P4942","{""C"": -14, ""H"": -25, ""N"": -3, ""O"": -3}"
EVODEX.2.1-M127,-301.20031,"EVODEX.2.1-P4917,EVODEX.2.1-P4920,EVODEX.2.1-P4926,EVODEX.2.1-P4931,EVODEX.2.1-P4946","{""C"": -14, ""H"": -27, ""N"": -3, ""O"": -4}"
EVODEX.2.1-M353,-287.07939,"EVODEX.2.1-P5254,EVODEX.2.1-P5255,EVODEX.2.1-P5256,EVODEX.2.1-P5259,EVODEX.2.1-P5263","{""C"": -15, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2.1-M354,-394.12384,"EVODEX.2.1-P4779,EVODEX.2.1-P4781,EVODEX.2.1-P4782,EVODEX.2.1-P4787,EVODEX.2.1-P4789","{""C"": -15, ""H"": -18, ""N"": -6, ""O"": -7}"
EVODEX.2.1-M355,-412.1344,"EVODEX.2.1-P4770,EVODEX.2.1-P4772,EVODEX.2.1-P4780,EVODEX.2.1-P4786,EVODEX.2.1-P4788","{""C"": -15, ""H"": -20, ""N"": -6, ""O"": -8}"
EVODEX.2.1-M356,-556.0721599999999,"EVODEX.2.1-P6543,EVODEX.2.1-P6554,EVODEX.2.1-P6556,EVODEX.2.1-P6574,EVODEX.2.1-P6587","{""C"": -15, ""H"": -22, ""N"": -6, ""O"": -13, ""P"": -2}"
EVODEX.2.1-M357,-297.11145,"EVODEX.2.1-P4310,EVODEX.2.1-P4312,EVODEX.2.1-P4313,EVODEX.2.1-P4314,EVODEX.2.1-P4316","{""C"": -16, ""H"": -15, ""N"": -3, ""O"": -3}"
EVODEX.2.1-M358,-315.12201,"EVODEX.2.1-P4308,EVODEX.2.1-P4309,EVODEX.2.1-P4311,EVODEX.2.1-P4315,EVODEX.2.1-P4317","{""C"": -16, ""H"": -17, ""N"": -3, ""O"": -4}"
EVODEX.2.1-M359,-290.16316,"EVODEX.2.1-P4278,EVODEX.2.1-P4279,EVODEX.2.1-P4281,EVODEX.2.1-P4284,EVODEX.2.1-P4285","{""C"": -16, ""H"": -22, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M360,-308.17372,"EVODEX.2.1-P4280,EVODEX.2.1-P4282,EVODEX.2.1-P4283,EVODEX.2.1-P4286,EVODEX.2.1-P4287","{""C"": -16, ""H"": -24, ""N"": -2, ""O"": -4}"
EVODEX.2.1-M361,-309.20541,"EVODEX.2.1-P5124,EVODEX.2.1-P5132,EVODEX.2.1-P5133,EVODEX.2.1-P5137,EVODEX.2.1-P5139","{""C"": -16, ""H"": -27, ""N"": -3, ""O"": -3}"
EVODEX.2.1-M362,-327.21596999999997,"EVODEX.2.1-P5134,EVODEX.2.1-P5136,EVODEX.2.1-P5138,EVODEX.2.1-P5140,EVODEX.2.1-P5141","{""C"": -16, ""H"": -29, ""N"": -3, ""O"": -4}"
EVODEX.2.1-M128,-238.2298,"EVODEX.2.1-P1586,EVODEX.2.1-P1789,EVODEX.2.1-P3409,EVODEX.2.1-P3508,EVODEX.2.1-P3589,EVODEX.2.1-P3593,EVODEX.2.1-P3632,EVODEX.2.1-P3637,EVODEX.2.1-P3639,EVODEX.2.1-P3640","{""C"": -16, ""H"": -30, ""O"": -1}"
EVODEX.2.1-M363,-224.25056,"EVODEX.2.1-P3516,EVODEX.2.1-P3581,EVODEX.2.1-P3633,EVODEX.2.1-P3634,EVODEX.2.1-P3635","{""C"": -16, ""H"": -32}"
EVODEX.2.1-M364,-256.24036,"EVODEX.2.1-P3507,EVODEX.2.1-P3561,EVODEX.2.1-P3564,EVODEX.2.1-P3631,EVODEX.2.1-P3638","{""C"": -16, ""H"": -32, ""O"": -2}"
EVODEX.2.1-M365,-281.10524999999996,"EVODEX.2.1-P4417,EVODEX.2.1-P4440,EVODEX.2.1-P4446,EVODEX.2.1-P4450,EVODEX.2.1-P4502","{""C"": -17, ""H"": -15, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M366,-358.11654,"EVODEX.2.1-P5257,EVODEX.2.1-P5258,EVODEX.2.1-P5260,EVODEX.2.1-P5261,EVODEX.2.1-P5262","{""C"": -18, ""H"": -18, ""N"": -2, ""O"": -6}"
EVODEX.2.1-M545,-595.1018099999999,"EVODEX.2.1-P1587,EVODEX.2.1-P1588,EVODEX.2.1-P1589,EVODEX.2.1-P1592","{""C"": -18, ""H"": -27, ""N"": -7, ""O"": -10, ""P"": -2, ""S"": -1}"
EVODEX.2.1-M620,-260.21414,EVODEX.2.1-P3562,"{""C"": -18, ""H"": -28, ""O"": -1}"
EVODEX.2.1-M621,-597.1174699999999,EVODEX.2.1-P1731,"{""C"": -18, ""H"": -29, ""N"": -7, ""O"": -10, ""P"": -2, ""S"": -1}"
EVODEX.2.1-M594,-262.2298,"EVODEX.2.1-P1764,EVODEX.2.1-P5617","{""C"": -18, ""H"": -30, ""O"": -1}"
EVODEX.2.1-M546,-264.24546,"EVODEX.2.1-P1613,EVODEX.2.1-P3511,EVODEX.2.1-P3515,EVODEX.2.1-P5688","{""C"": -18, ""H"": -32, ""O"": -1}"
EVODEX.2.1-M563,-266.26112,"EVODEX.2.1-P5481,EVODEX.2.1-P5612,EVODEX.2.1-P5613","{""C"": -18, ""H"": -34, ""O"": -1}"
EVODEX.2.1-M367,-281.27205,"EVODEX.2.1-P5479,EVODEX.2.1-P5485,EVODEX.2.1-P5489,EVODEX.2.1-P5493,EVODEX.2.1-P5497","{""C"": -18, ""H"": -35, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M368,-299.28261000000003,"EVODEX.2.1-P5476,EVODEX.2.1-P5478,EVODEX.2.1-P5487,EVODEX.2.1-P5492,EVODEX.2.1-P5496","{""C"": -18, ""H"": -37, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M595,-525.13752,"EVODEX.2.1-P6580,EVODEX.2.1-P6593","{""C"": -19, ""H"": -24, ""N"": -7, ""O"": -9, ""P"": -1}"
EVODEX.2.1-M369,-692.0834299999999,"EVODEX.2.1-P1557,EVODEX.2.1-P1558,EVODEX.2.1-P1676,EVODEX.2.1-P1782,EVODEX.2.1-P1788","{""C"": -19, ""H"": -31, ""N"": -6, ""O"": -14, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M370,-382.25822,"EVODEX.2.1-P4918,EVODEX.2.1-P4919,EVODEX.2.1-P4927,EVODEX.2.1-P4933,EVODEX.2.1-P4939","{""C"": -19, ""H"": -34, ""N"": -4, ""O"": -4}"
EVODEX.2.1-M371,-454.26552,"EVODEX.2.1-P4841,EVODEX.2.1-P4842,EVODEX.2.1-P4844,EVODEX.2.1-P4845,EVODEX.2.1-P4846","{""C"": -19, ""H"": -34, ""N"": -8, ""O"": -5}"
EVODEX.2.1-M89,-25.979239999999997,"EVODEX.2.1-P5572,EVODEX.2.1-P5580,EVODEX.2.1-P5582,EVODEX.2.1-P5584,EVODEX.2.1-P5589,EVODEX.2.1-P5602,EVODEX.2.1-P5606,EVODEX.2.1-P5608,EVODEX.2.1-P5618,EVODEX.2.1-P5619","{""C"": -1, ""H"": 2, ""O"": -1}"
EVODEX.2.1-M129,-27.010930000000002,"EVODEX.2.1-P5967,EVODEX.2.1-P5969,EVODEX.2.1-P5971,EVODEX.2.1-P5973,EVODEX.2.1-P5976,EVODEX.2.1-P5977,EVODEX.2.1-P5982,EVODEX.2.1-P5986,EVODEX.2.1-P5990,EVODEX.2.1-P6047","{""C"": -1, ""H"": -1, ""N"": -1}"
EVODEX.2.1-M372,-43.00583,"EVODEX.2.1-P1469,EVODEX.2.1-P5576,EVODEX.2.1-P5585,EVODEX.2.1-P5620,EVODEX.2.1-P5760","{""C"": -1, ""H"": -1, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M373,65.95067,"EVODEX.2.1-P2164,EVODEX.2.1-P2167,EVODEX.2.1-P2171,EVODEX.2.1-P2173,EVODEX.2.1-P2176","{""C"": -1, ""H"": -1, ""O"": 3, ""P"": 1}"
EVODEX.2.1-M596,-123.95612999999999,"EVODEX.2.1-P7091,EVODEX.2.1-P7095","{""C"": -1, ""H"": -1, ""O"": -5, ""P"": -1}"
EVODEX.2.1-M87,-14.01566,"EVODEX.2.1-P1276,EVODEX.2.1-P1295,EVODEX.2.1-P1298,EVODEX.2.1-P1305,EVODEX.2.1-P1378,EVODEX.2.1-P2128,EVODEX.2.1-P3435,EVODEX.2.1-P3436,EVODEX.2.1-P3512,EVODEX.2.1-P3663,EVODEX.2.1-P3703,EVODEX.2.1-P3916,EVODEX.2.1-P704","{""C"": -1, ""H"": -2}"
EVODEX.2.1-M374,-42.021860000000004,"EVODEX.2.1-P1482,EVODEX.2.1-P4853,EVODEX.2.1-P4975,EVODEX.2.1-P5756,EVODEX.2.1-P5759","{""C"": -1, ""H"": -2, ""N"": -2}"
EVODEX.2.1-M90,-30.010559999999998,"EVODEX.2.1-P115,EVODEX.2.1-P217,EVODEX.2.1-P219,EVODEX.2.1-P231,EVODEX.2.1-P234,EVODEX.2.1-P242,EVODEX.2.1-P659","{""C"": -1, ""H"": -2, ""O"": -1}"
EVODEX.2.1-M375,-46.00546,"EVODEX.2.1-P1769,EVODEX.2.1-P734,EVODEX.2.1-P741,EVODEX.2.1-P854,EVODEX.2.1-P882","{""C"": -1, ""H"": -2, ""O"": -2}"
EVODEX.2.1-M91,-62.00036,"EVODEX.2.1-P225,EVODEX.2.1-P228,EVODEX.2.1-P233,EVODEX.2.1-P235,EVODEX.2.1-P238,EVODEX.2.1-P245,EVODEX.2.1-P660","{""C"": -1, ""H"": -2, ""O"": -3}"
EVODEX.2.1-M186,-15.023489999999999,"EVODEX.2.1-P1332,EVODEX.2.1-P1393,EVODEX.2.1-P1394,EVODEX.2.1-P1407,EVODEX.2.1-P1452","{""C"": -1, ""H"": -3}"
EVODEX.2.1-M376,-13.03169,"EVODEX.2.1-P5330,EVODEX.2.1-P5527,EVODEX.2.1-P5531,EVODEX.2.1-P5533,EVODEX.2.1-P5540","{""C"": -1, ""H"": -3, ""N"": -1, ""O"": 1}"
