id,mass,sources,formula_diff
EVODEX.2.1-M504,-118.04188,"EVODEX.2.1-P3481,EVODEX.2.1-P5346,EVODEX.2.1-P5358,EVODEX.2.1-P5361,EVODEX.2.1-P5453","{""C"": -8, ""H"": -6, ""O"": -1}"
EVODEX.2.1-M505,-134.03678,"EVODEX.2.1-P4476,EVODEX.2.1-P4478,EVODEX.2.1-P4680,EVODEX.2.1-P5402,EVODEX.2.1-P5604","{""C"": -8, ""H"": -6, ""O"": -2}"
EVODEX.2.1-M507,-208.05974,"EVODEX.2.1-P4633,EVODEX.2.1-P4636,EVODEX.2.1-P4637,EVODEX.2.1-P4638,EVODEX.2.1-P4639","{""C"": -8, ""H"": -8, ""N"": -4, ""O"": -3}"
EVODEX.2.1-M508,-210.0641,"EVODEX.2.1-P4524,EVODEX.2.1-P4526,EVODEX.2.1-P4527,EVODEX.2.1-P4528,EVODEX.2.1-P4529","{""C"": -9, ""H"": -10, ""N"": -2, ""O"": -4}"
EVODEX.2.1-M149,-165.07903,"EVODEX.2.1-P2553,EVODEX.2.1-P2554,EVODEX.2.1-P2561,EVODEX.2.1-P2570,EVODEX.2.1-P2752,EVODEX.2.1-P4149,EVODEX.2.1-P4164,EVODEX.2.1-P4199,EVODEX.2.1-P4465,EVODEX.2.1-P4466","{""C"": -9, ""H"": -11, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M509,-181.07393,"EVODEX.2.1-P4151,EVODEX.2.1-P4160,EVODEX.2.1-P4196,EVODEX.2.1-P4370,EVODEX.2.1-P4451","{""C"": -9, ""H"": -11, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M510,-306.02533,"EVODEX.2.1-P1606,EVODEX.2.1-P1607,EVODEX.2.1-P3228,EVODEX.2.1-P3255,EVODEX.2.1-P5828","{""C"": -9, ""H"": -11, ""N"": -2, ""O"": -8, ""P"": -1}"
EVODEX.2.1-M511,-385.99165999999997,"EVODEX.2.1-P1981,EVODEX.2.1-P2037,EVODEX.2.1-P2039,EVODEX.2.1-P2062,EVODEX.2.1-P2151","{""C"": -9, ""H"": -12, ""N"": -2, ""O"": -11, ""P"": -2}"
EVODEX.2.1-M512,-305.04135999999994,"EVODEX.2.1-P3218,EVODEX.2.1-P3225,EVODEX.2.1-P3275,EVODEX.2.1-P3279,EVODEX.2.1-P5826","{""C"": -9, ""H"": -12, ""N"": -3, ""O"": -7, ""P"": -1}"
EVODEX.2.1-M150,-324.03589,"EVODEX.2.1-P2867,EVODEX.2.1-P2990,EVODEX.2.1-P2991,EVODEX.2.1-P3162,EVODEX.2.1-P3283,EVODEX.2.1-P3285,EVODEX.2.1-P3291,EVODEX.2.1-P3292,EVODEX.2.1-P3294,EVODEX.2.1-P3304","{""C"": -9, ""H"": -13, ""N"": -2, ""O"": -9, ""P"": -1}"
EVODEX.2.1-M23,-404.00222,"EVODEX.2.1-P1980,EVODEX.2.1-P1983,EVODEX.2.1-P1997,EVODEX.2.1-P1998,EVODEX.2.1-P1999,EVODEX.2.1-P2001,EVODEX.2.1-P2013,EVODEX.2.1-P2014,EVODEX.2.1-P2015,EVODEX.2.1-P2020,EVODEX.2.1-P2035,EVODEX.2.1-P2036,EVODEX.2.1-P2043,EVODEX.2.1-P2048,EVODEX.2.1-P2051,EVODEX.2.1-P2052,EVODEX.2.1-P2054,EVODEX.2.1-P2055,EVODEX.2.1-P2063,EVODEX.2.1-P2074,EVODEX.2.1-P2097,EVODEX.2.1-P2098,EVODEX.2.1-P2105,EVODEX.2.1-P2107,EVODEX.2.1-P2110,EVODEX.2.1-P2150,EVODEX.2.1-P2155,EVODEX.2.1-P2184,EVODEX.2.1-P2886,EVODEX.2.1-P2907,EVODEX.2.1-P2909,EVODEX.2.1-P2924,EVODEX.2.1-P2940,EVODEX.2.1-P3214,EVODEX.2.1-P3999","{""C"": -9, ""H"": -14, ""N"": -2, ""O"": -12, ""P"": -2}"
EVODEX.2.1-M151,-323.05192,"EVODEX.2.1-P2187,EVODEX.2.1-P2188,EVODEX.2.1-P2190,EVODEX.2.1-P2193,EVODEX.2.1-P2201,EVODEX.2.1-P3163,EVODEX.2.1-P3257,EVODEX.2.1-P3273,EVODEX.2.1-P3274,EVODEX.2.1-P3301","{""C"": -9, ""H"": -14, ""N"": -3, ""O"": -8, ""P"": -1}"
EVODEX.2.1-M513,-387.02335,"EVODEX.2.1-P2827,EVODEX.2.1-P2874,EVODEX.2.1-P2919,EVODEX.2.1-P2999,EVODEX.2.1-P3802","{""C"": -9, ""H"": -15, ""N"": -3, ""O"": -10, ""P"": -2}"
EVODEX.2.1-M152,-403.01825,"EVODEX.2.1-P2825,EVODEX.2.1-P2826,EVODEX.2.1-P2850,EVODEX.2.1-P2887,EVODEX.2.1-P2961,EVODEX.2.1-P2988,EVODEX.2.1-P3119,EVODEX.2.1-P3125,EVODEX.2.1-P3130,EVODEX.2.1-P3140","{""C"": -9, ""H"": -15, ""N"": -3, ""O"": -11, ""P"": -2}"
EVODEX.2.1-M153,-184.12128,"EVODEX.2.1-P4430,EVODEX.2.1-P4682,EVODEX.2.1-P4683,EVODEX.2.1-P4684,EVODEX.2.1-P4686,EVODEX.2.1-P4690,EVODEX.2.1-P5165,EVODEX.2.1-P5168,EVODEX.2.1-P5172,EVODEX.2.1-P5253","{""C"": -9, ""H"": -16, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M154,-202.13184,"EVODEX.2.1-P4681,EVODEX.2.1-P4685,EVODEX.2.1-P4687,EVODEX.2.1-P4689,EVODEX.2.1-P4839,EVODEX.2.1-P5150,EVODEX.2.1-P5156,EVODEX.2.1-P5164,EVODEX.2.1-P5167,EVODEX.2.1-P5171","{""C"": -9, ""H"": -18, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M514,-161.04771,"EVODEX.2.1-P4408,EVODEX.2.1-P4419,EVODEX.2.1-P4432,EVODEX.2.1-P4445,EVODEX.2.1-P4454","{""C"": -9, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M515,-192.05354,"EVODEX.2.1-P4507,EVODEX.2.1-P4508,EVODEX.2.1-P4523,EVODEX.2.1-P4525,EVODEX.2.1-P4530","{""C"": -9, ""H"": -8, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M516,-164.04734,"EVODEX.2.1-P2552,EVODEX.2.1-P2555,EVODEX.2.1-P2560,EVODEX.2.1-P2572,EVODEX.2.1-P2757","{""C"": -9, ""H"": -8, ""O"": -3}"
EVODEX.2.1-M517,-180.04224,"EVODEX.2.1-P2404,EVODEX.2.1-P2465,EVODEX.2.1-P2643,EVODEX.2.1-P2678,EVODEX.2.1-P2771","{""C"": -9, ""H"": -8, ""O"": -4}"
EVODEX.2.1-M155,-147.06847,"EVODEX.2.1-P4146,EVODEX.2.1-P4162,EVODEX.2.1-P4194,EVODEX.2.1-P4197,EVODEX.2.1-P4226,EVODEX.2.1-P4290,EVODEX.2.1-P4382,EVODEX.2.1-P4447,EVODEX.2.1-P4484,EVODEX.2.1-P4498","{""C"": -9, ""H"": -9, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M156,-163.06337,"EVODEX.2.1-P4137,EVODEX.2.1-P4148,EVODEX.2.1-P4187,EVODEX.2.1-P4368,EVODEX.2.1-P4479,EVODEX.2.1-P4499,EVODEX.2.1-P4503,EVODEX.2.1-P4558,EVODEX.2.1-P5161,EVODEX.2.1-P5413","{""C"": -9, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M518,-17.966169999999998,"EVODEX.2.1-P5889,EVODEX.2.1-P5892,EVODEX.2.1-P5895,EVODEX.2.1-P5897,EVODEX.2.1-P5900","{""Cl"": -1, ""H"": 1, ""O"": 1}"
EVODEX.2.1-M519,-35.976729999999996,"EVODEX.2.1-P5887,EVODEX.2.1-P5888,EVODEX.2.1-P5891,EVODEX.2.1-P5902,EVODEX.2.1-P5906","{""Cl"": -1, ""H"": -1}"
EVODEX.2.1-M3,1.00783,"EVODEX.2.1-P1008,EVODEX.2.1-P182,EVODEX.2.1-P20,EVODEX.2.1-P754,EVODEX.2.1-P93","{""H"": 1}"
EVODEX.2.1-M520,15.01093,"EVODEX.2.1-P5524,EVODEX.2.1-P6182,EVODEX.2.1-P6183,EVODEX.2.1-P6385,EVODEX.2.1-P6421","{""H"": 1, ""N"": 1}"
EVODEX.2.1-M157,-0.9839699999999993,"EVODEX.2.1-P5013,EVODEX.2.1-P5465,EVODEX.2.1-P5545,EVODEX.2.1-P5547,EVODEX.2.1-P5555","{""H"": 1, ""N"": 1, ""O"": -1}"
EVODEX.2.1-M521,18.994529999999997,"EVODEX.2.1-P5771,EVODEX.2.1-P5782,EVODEX.2.1-P5788,EVODEX.2.1-P5808,EVODEX.2.1-P5811","{""H"": 1, ""N"": -1, ""O"": 2}"
EVODEX.2.1-M27,79.96633,"EVODEX.2.1-P1460,EVODEX.2.1-P2821,EVODEX.2.1-P2900,EVODEX.2.1-P2926,EVODEX.2.1-P2930,EVODEX.2.1-P3033,EVODEX.2.1-P3036,EVODEX.2.1-P3042,EVODEX.2.1-P3044,EVODEX.2.1-P3046,EVODEX.2.1-P3048,EVODEX.2.1-P3057,EVODEX.2.1-P3066,EVODEX.2.1-P3072,EVODEX.2.1-P3074,EVODEX.2.1-P3077,EVODEX.2.1-P3081,EVODEX.2.1-P3085,EVODEX.2.1-P3088,EVODEX.2.1-P3096,EVODEX.2.1-P3120,EVODEX.2.1-P3123,EVODEX.2.1-P3124,EVODEX.2.1-P3146,EVODEX.2.1-P3149","{""H"": 1, ""O"": 3, ""P"": 1}"
EVODEX.2.1-M6,2.01566,"EVODEX.2.1-P1,EVODEX.2.1-P104,EVODEX.2.1-P1321,EVODEX.2.1-P1322,EVODEX.2.1-P1324,EVODEX.2.1-P1329,EVODEX.2.1-P1330,EVODEX.2.1-P1331,EVODEX.2.1-P152,EVODEX.2.1-P157,EVODEX.2.1-P27,EVODEX.2.1-P3,EVODEX.2.1-P33,EVODEX.2.1-P35,EVODEX.2.1-P4,EVODEX.2.1-P41,EVODEX.2.1-P48,EVODEX.2.1-P5,EVODEX.2.1-P50,EVODEX.2.1-P59,EVODEX.2.1-P64,EVODEX.2.1-P7,EVODEX.2.1-P71,EVODEX.2.1-P720,EVODEX.2.1-P77,EVODEX.2.1-P778,EVODEX.2.1-P782,EVODEX.2.1-P783,EVODEX.2.1-P8,EVODEX.2.1-P824,EVODEX.2.1-P837,EVODEX.2.1-P860,EVODEX.2.1-P88,EVODEX.2.1-P899,EVODEX.2.1-P900,EVODEX.2.1-P901,EVODEX.2.1-P902,EVODEX.2.1-P904,EVODEX.2.1-P918,EVODEX.2.1-P94","{""H"": 2}"
EVODEX.2.1-M522,37.989059999999995,"EVODEX.2.1-P5776,EVODEX.2.1-P5780,EVODEX.2.1-P5785,EVODEX.2.1-P5786,EVODEX.2.1-P5799","{""H"": 2, ""N"": -2, ""O"": 4}"
EVODEX.2.1-M2,18.010559999999998,"EVODEX.2.1-P10,EVODEX.2.1-P1887,EVODEX.2.1-P1915,EVODEX.2.1-P1917,EVODEX.2.1-P1982,EVODEX.2.1-P2019,EVODEX.2.1-P2293,EVODEX.2.1-P3408,EVODEX.2.1-P3420,EVODEX.2.1-P3425,EVODEX.2.1-P3429,EVODEX.2.1-P3433,EVODEX.2.1-P3440,EVODEX.2.1-P3448,EVODEX.2.1-P3450,EVODEX.2.1-P3451,EVODEX.2.1-P3453,EVODEX.2.1-P3458,EVODEX.2.1-P3463,EVODEX.2.1-P3467,EVODEX.2.1-P3471,EVODEX.2.1-P3474,EVODEX.2.1-P3490,EVODEX.2.1-P3492,EVODEX.2.1-P3497,EVODEX.2.1-P3499,EVODEX.2.1-P3502,EVODEX.2.1-P3504,EVODEX.2.1-P3510,EVODEX.2.1-P3527,EVODEX.2.1-P3529,EVODEX.2.1-P3532,EVODEX.2.1-P3538,EVODEX.2.1-P3540,EVODEX.2.1-P3541,EVODEX.2.1-P3542,EVODEX.2.1-P3544,EVODEX.2.1-P3545,EVODEX.2.1-P3551,EVODEX.2.1-P3553,EVODEX.2.1-P3555,EVODEX.2.1-P3557,EVODEX.2.1-P3559,EVODEX.2.1-P3560,EVODEX.2.1-P3565,EVODEX.2.1-P3566,EVODEX.2.1-P3578,EVODEX.2.1-P3579,EVODEX.2.1-P3583,EVODEX.2.1-P3585,EVODEX.2.1-P3591,EVODEX.2.1-P3599,EVODEX.2.1-P3603,EVODEX.2.1-P3622,EVODEX.2.1-P3651,EVODEX.2.1-P3652,EVODEX.2.1-P3655,EVODEX.2.1-P3660,EVODEX.2.1-P3666,EVODEX.2.1-P3668,EVODEX.2.1-P3677,EVODEX.2.1-P3685,EVODEX.2.1-P3690,EVODEX.2.1-P3692,EVODEX.2.1-P3693,EVODEX.2.1-P3696,EVODEX.2.1-P3700,EVODEX.2.1-P3702,EVODEX.2.1-P3709,EVODEX.2.1-P3710,EVODEX.2.1-P3718,EVODEX.2.1-P3726,EVODEX.2.1-P3727,EVODEX.2.1-P3729,EVODEX.2.1-P3733,EVODEX.2.1-P3739,EVODEX.2.1-P3743,EVODEX.2.1-P3753,EVODEX.2.1-P3760,EVODEX.2.1-P3766,EVODEX.2.1-P3772,EVODEX.2.1-P3777,EVODEX.2.1-P3781,EVODEX.2.1-P3785,EVODEX.2.1-P3788,EVODEX.2.1-P3792,EVODEX.2.1-P3794,EVODEX.2.1-P3795,EVODEX.2.1-P3799,EVODEX.2.1-P3805,EVODEX.2.1-P3806,EVODEX.2.1-P3807,EVODEX.2.1-P3809,EVODEX.2.1-P3815,EVODEX.2.1-P3816,EVODEX.2.1-P3818,EVODEX.2.1-P3826,EVODEX.2.1-P3830,EVODEX.2.1-P3837,EVODEX.2.1-P3839,EVODEX.2.1-P3852,EVODEX.2.1-P3858,EVODEX.2.1-P3860,EVODEX.2.1-P3862,EVODEX.2.1-P3869,EVODEX.2.1-P3871,EVODEX.2.1-P3873,EVODEX.2.1-P3874,EVODEX.2.1-P3878,EVODEX.2.1-P3883,EVODEX.2.1-P3892,EVODEX.2.1-P3893,EVODEX.2.1-P3895,EVODEX.2.1-P3899,EVODEX.2.1-P3905,EVODEX.2.1-P3907,EVODEX.2.1-P3909,EVODEX.2.1-P3913,EVODEX.2.1-P3921,EVODEX.2.1-P3942,EVODEX.2.1-P3943,EVODEX.2.1-P3945,EVODEX.2.1-P3947,EVODEX.2.1-P3952,EVODEX.2.1-P3954,EVODEX.2.1-P3958,EVODEX.2.1-P3964,EVODEX.2.1-P3973,EVODEX.2.1-P3974,EVODEX.2.1-P3980,EVODEX.2.1-P3984,EVODEX.2.1-P3986,EVODEX.2.1-P3987,EVODEX.2.1-P3989,EVODEX.2.1-P3991,EVODEX.2.1-P3993,EVODEX.2.1-P3995,EVODEX.2.1-P3998,EVODEX.2.1-P4000,EVODEX.2.1-P4003,EVODEX.2.1-P4016,EVODEX.2.1-P4031,EVODEX.2.1-P4036,EVODEX.2.1-P4044,EVODEX.2.1-P4045,EVODEX.2.1-P4047,EVODEX.2.1-P4069,EVODEX.2.1-P4071,EVODEX.2.1-P4079,EVODEX.2.1-P4081,EVODEX.2.1-P4084,EVODEX.2.1-P4086,EVODEX.2.1-P4090,EVODEX.2.1-P4099,EVODEX.2.1-P4100,EVODEX.2.1-P4105,EVODEX.2.1-P4107,EVODEX.2.1-P4126,EVODEX.2.1-P4127,EVODEX.2.1-P4128,EVODEX.2.1-P4130,EVODEX.2.1-P4132,EVODEX.2.1-P4143,EVODEX.2.1-P4166,EVODEX.2.1-P4228,EVODEX.2.1-P4288,EVODEX.2.1-P4292,EVODEX.2.1-P4304,EVODEX.2.1-P4353,EVODEX.2.1-P4357,EVODEX.2.1-P4359,EVODEX.2.1-P4360,EVODEX.2.1-P4365,EVODEX.2.1-P4366,EVODEX.2.1-P4375,EVODEX.2.1-P4378,EVODEX.2.1-P4385,EVODEX.2.1-P4386,EVODEX.2.1-P4388,EVODEX.2.1-P4394,EVODEX.2.1-P4395,EVODEX.2.1-P4396,EVODEX.2.1-P4400,EVODEX.2.1-P4402,EVODEX.2.1-P4434,EVODEX.2.1-P4439,EVODEX.2.1-P4471,EVODEX.2.1-P4473,EVODEX.2.1-P4475,EVODEX.2.1-P4477,EVODEX.2.1-P4481,EVODEX.2.1-P4533,EVODEX.2.1-P4552,EVODEX.2.1-P4554,EVODEX.2.1-P4575,EVODEX.2.1-P4592,EVODEX.2.1-P4597,EVODEX.2.1-P4618,EVODEX.2.1-P4649,EVODEX.2.1-P4677,EVODEX.2.1-P4694,EVODEX.2.1-P4702,EVODEX.2.1-P4703,EVODEX.2.1-P4705,EVODEX.2.1-P4711,EVODEX.2.1-P4717,EVODEX.2.1-P4731,EVODEX.2.1-P4742,EVODEX.2.1-P4767,EVODEX.2.1-P4840,EVODEX.2.1-P4851,EVODEX.2.1-P4852,EVODEX.2.1-P4854,EVODEX.2.1-P4866,EVODEX.2.1-P4868,EVODEX.2.1-P4881,EVODEX.2.1-P4883,EVODEX.2.1-P4889,EVODEX.2.1-P4892,EVODEX.2.1-P4894,EVODEX.2.1-P4896,EVODEX.2.1-P4903,EVODEX.2.1-P4906,EVODEX.2.1-P4911,EVODEX.2.1-P4913,EVODEX.2.1-P4951,EVODEX.2.1-P4955,EVODEX.2.1-P4956,EVODEX.2.1-P4959,EVODEX.2.1-P4962,EVODEX.2.1-P4973,EVODEX.2.1-P4977,EVODEX.2.1-P4979,EVODEX.2.1-P4981,EVODEX.2.1-P4984,EVODEX.2.1-P4989,EVODEX.2.1-P5001,EVODEX.2.1-P5004,EVODEX.2.1-P5008,EVODEX.2.1-P5011,EVODEX.2.1-P5031,EVODEX.2.1-P5038,EVODEX.2.1-P5040,EVODEX.2.1-P5044,EVODEX.2.1-P5046,EVODEX.2.1-P5055,EVODEX.2.1-P5058,EVODEX.2.1-P5065,EVODEX.2.1-P5066,EVODEX.2.1-P5126,EVODEX.2.1-P5155,EVODEX.2.1-P5157,EVODEX.2.1-P5264,EVODEX.2.1-P5278,EVODEX.2.1-P5311,EVODEX.2.1-P5314,EVODEX.2.1-P5370,EVODEX.2.1-P5377,EVODEX.2.1-P5381,EVODEX.2.1-P5392,EVODEX.2.1-P5394,EVODEX.2.1-P5403,EVODEX.2.1-P5405,EVODEX.2.1-P5434,EVODEX.2.1-P5457,EVODEX.2.1-P5472,EVODEX.2.1-P5494,EVODEX.2.1-P5515,EVODEX.2.1-P5525,EVODEX.2.1-P5528,EVODEX.2.1-P5529,EVODEX.2.1-P5535,EVODEX.2.1-P5553,EVODEX.2.1-P5557,EVODEX.2.1-P5562,EVODEX.2.1-P5571,EVODEX.2.1-P5578,EVODEX.2.1-P5586,EVODEX.2.1-P5591,EVODEX.2.1-P5593,EVODEX.2.1-P5598,EVODEX.2.1-P5600,EVODEX.2.1-P5609,EVODEX.2.1-P5614,EVODEX.2.1-P5621,EVODEX.2.1-P5622,EVODEX.2.1-P5626,EVODEX.2.1-P5634,EVODEX.2.1-P5641,EVODEX.2.1-P5644,EVODEX.2.1-P5648,EVODEX.2.1-P5649,EVODEX.2.1-P5651,EVODEX.2.1-P5653,EVODEX.2.1-P5655,EVODEX.2.1-P5660,EVODEX.2.1-P5662,EVODEX.2.1-P5666,EVODEX.2.1-P5668,EVODEX.2.1-P5669,EVODEX.2.1-P5672,EVODEX.2.1-P5697,EVODEX.2.1-P5704,EVODEX.2.1-P5706,EVODEX.2.1-P5709,EVODEX.2.1-P5711,EVODEX.2.1-P5721,EVODEX.2.1-P5729,EVODEX.2.1-P5734,EVODEX.2.1-P5735,EVODEX.2.1-P5738,EVODEX.2.1-P5740,EVODEX.2.1-P5747,EVODEX.2.1-P5750,EVODEX.2.1-P5755,EVODEX.2.1-P5761,EVODEX.2.1-P5763,EVODEX.2.1-P5765,EVODEX.2.1-P5766,EVODEX.2.1-P5797,EVODEX.2.1-P5806,EVODEX.2.1-P5807,EVODEX.2.1-P5816,EVODEX.2.1-P5821,EVODEX.2.1-P5824,EVODEX.2.1-P5829,EVODEX.2.1-P5832,EVODEX.2.1-P5834,EVODEX.2.1-P5835,EVODEX.2.1-P5837,EVODEX.2.1-P5839,EVODEX.2.1-P5843,EVODEX.2.1-P5850,EVODEX.2.1-P5855,EVODEX.2.1-P5856,EVODEX.2.1-P5859,EVODEX.2.1-P5862,EVODEX.2.1-P5866,EVODEX.2.1-P5868,EVODEX.2.1-P5874,EVODEX.2.1-P5876,EVODEX.2.1-P5878,EVODEX.2.1-P5882,EVODEX.2.1-P5884,EVODEX.2.1-P5886,EVODEX.2.1-P5893,EVODEX.2.1-P5898,EVODEX.2.1-P5901,EVODEX.2.1-P5903,EVODEX.2.1-P5904,EVODEX.2.1-P6081,EVODEX.2.1-P6083,EVODEX.2.1-P6084,EVODEX.2.1-P6086,EVODEX.2.1-P6090,EVODEX.2.1-P6092,EVODEX.2.1-P6095,EVODEX.2.1-P6099,EVODEX.2.1-P6111,EVODEX.2.1-P6115,EVODEX.2.1-P6201,EVODEX.2.1-P6268","{""H"": 2, ""O"": 1}"
EVODEX.2.1-M159,159.93266,"EVODEX.2.1-P2186,EVODEX.2.1-P2912,EVODEX.2.1-P2997,EVODEX.2.1-P3152,EVODEX.2.1-P3156,EVODEX.2.1-P3158,EVODEX.2.1-P3159,EVODEX.2.1-P3165,EVODEX.2.1-P3167,EVODEX.2.1-P3172","{""H"": 2, ""O"": 6, ""P"": 2}"
EVODEX.2.1-M627,-13.979239999999999,EVODEX.2.1-P24,"{""H"": 2, ""O"": -1}"
EVODEX.2.1-M88,17.02659,"EVODEX.2.1-P5455,EVODEX.2.1-P5462,EVODEX.2.1-P5520,EVODEX.2.1-P5543,EVODEX.2.1-P5546","{""H"": 3, ""N"": 1}"
EVODEX.2.1-M82,1.0316899999999993,"EVODEX.2.1-P1125,EVODEX.2.1-P1160,EVODEX.2.1-P1162,EVODEX.2.1-P1210,EVODEX.2.1-P1743,EVODEX.2.1-P2412,EVODEX.2.1-P2649,EVODEX.2.1-P2694,EVODEX.2.1-P2718,EVODEX.2.1-P2801,EVODEX.2.1-P2806,EVODEX.2.1-P2811,EVODEX.2.1-P963,EVODEX.2.1-P969,EVODEX.2.1-P982","{""H"": 3, ""N"": 1, ""O"": -1}"
EVODEX.2.1-M28,97.97689,"EVODEX.2.1-P1658,EVODEX.2.1-P1660,EVODEX.2.1-P1662,EVODEX.2.1-P1671,EVODEX.2.1-P1673,EVODEX.2.1-P1974,EVODEX.2.1-P2070,EVODEX.2.1-P2072,EVODEX.2.1-P2083,EVODEX.2.1-P2084,EVODEX.2.1-P2160,EVODEX.2.1-P2162,EVODEX.2.1-P2165,EVODEX.2.1-P2168,EVODEX.2.1-P2177,EVODEX.2.1-P3247,EVODEX.2.1-P3248,EVODEX.2.1-P3249,EVODEX.2.1-P3250,EVODEX.2.1-P3251","{""H"": 3, ""O"": 4, ""P"": 1}"
EVODEX.2.1-M576,4.03132,"EVODEX.2.1-P11,EVODEX.2.1-P52,EVODEX.2.1-P868","{""H"": 4}"
EVODEX.2.1-M42,36.021119999999996,"EVODEX.2.1-P4183,EVODEX.2.1-P4405,EVODEX.2.1-P4715,EVODEX.2.1-P4922,EVODEX.2.1-P4937,EVODEX.2.1-P4943,EVODEX.2.1-P4945,EVODEX.2.1-P5158,EVODEX.2.1-P5265,EVODEX.2.1-P5323,EVODEX.2.1-P5781,EVODEX.2.1-P5789,EVODEX.2.1-P5792,EVODEX.2.1-P5793,EVODEX.2.1-P5809,EVODEX.2.1-P5844,EVODEX.2.1-P5845","{""H"": 4, ""O"": 2}"
EVODEX.2.1-M83,177.94322,"EVODEX.2.1-P3032,EVODEX.2.1-P3104,EVODEX.2.1-P3186,EVODEX.2.1-P3216,EVODEX.2.1-P3217,EVODEX.2.1-P3229,EVODEX.2.1-P3230,EVODEX.2.1-P3234,EVODEX.2.1-P3236,EVODEX.2.1-P3253","{""H"": 4, ""O"": 7, ""P"": 2}"
EVODEX.2.1-M161,19.04225,"EVODEX.2.1-P1003,EVODEX.2.1-P1011,EVODEX.2.1-P1015,EVODEX.2.1-P1046,EVODEX.2.1-P1056,EVODEX.2.1-P924,EVODEX.2.1-P959,EVODEX.2.1-P964,EVODEX.2.1-P983,EVODEX.2.1-P989","{""H"": 5, ""N"": 1}"
EVODEX.2.1-M524,72.04223999999999,"EVODEX.2.1-P5769,EVODEX.2.1-P5784,EVODEX.2.1-P5796,EVODEX.2.1-P5798,EVODEX.2.1-P5803","{""H"": 8, ""O"": 4}"
EVODEX.2.1-M525,-15.01093,"EVODEX.2.1-P5328,EVODEX.2.1-P5471,EVODEX.2.1-P5514,EVODEX.2.1-P5518,EVODEX.2.1-P5534","{""H"": -1, ""N"": -1}"
EVODEX.2.1-M18,0.9839699999999993,"EVODEX.2.1-P4338,EVODEX.2.1-P4953,EVODEX.2.1-P5050,EVODEX.2.1-P5561,EVODEX.2.1-P5574,EVODEX.2.1-P5579,EVODEX.2.1-P5581,EVODEX.2.1-P5616,EVODEX.2.1-P5623,EVODEX.2.1-P5723,EVODEX.2.1-P5726,EVODEX.2.1-P5728,EVODEX.2.1-P5733,EVODEX.2.1-P5737,EVODEX.2.1-P5742,EVODEX.2.1-P5748,EVODEX.2.1-P5752,EVODEX.2.1-P5753,EVODEX.2.1-P5754,EVODEX.2.1-P5773,EVODEX.2.1-P5777,EVODEX.2.1-P5778,EVODEX.2.1-P5805,EVODEX.2.1-P5810","{""H"": -1, ""N"": -1, ""O"": 1}"
EVODEX.2.1-M25,-79.96633,"EVODEX.2.1-P2017,EVODEX.2.1-P2861,EVODEX.2.1-P2882,EVODEX.2.1-P2972,EVODEX.2.1-P3058,EVODEX.2.1-P3060,EVODEX.2.1-P3075,EVODEX.2.1-P3079,EVODEX.2.1-P3082,EVODEX.2.1-P3091,EVODEX.2.1-P3206,EVODEX.2.1-P3724,EVODEX.2.1-P3732,EVODEX.2.1-P3737,EVODEX.2.1-P3740,EVODEX.2.1-P3742,EVODEX.2.1-P3744,EVODEX.2.1-P3747,EVODEX.2.1-P3752,EVODEX.2.1-P3759,EVODEX.2.1-P3764,EVODEX.2.1-P3765,EVODEX.2.1-P3768,EVODEX.2.1-P3774,EVODEX.2.1-P3776,EVODEX.2.1-P3780,EVODEX.2.1-P3784,EVODEX.2.1-P3786,EVODEX.2.1-P3791,EVODEX.2.1-P5848,EVODEX.2.1-P5907","{""H"": -1, ""O"": -3, ""P"": -1}"
EVODEX.2.1-M10,-2.01566,"EVODEX.2.1-P103,EVODEX.2.1-P110,EVODEX.2.1-P111,EVODEX.2.1-P139,EVODEX.2.1-P16,EVODEX.2.1-P19,EVODEX.2.1-P25,EVODEX.2.1-P26,EVODEX.2.1-P29,EVODEX.2.1-P32,EVODEX.2.1-P34,EVODEX.2.1-P65,EVODEX.2.1-P66,EVODEX.2.1-P717,EVODEX.2.1-P721,EVODEX.2.1-P764,EVODEX.2.1-P765,EVODEX.2.1-P773,EVODEX.2.1-P775,EVODEX.2.1-P776,EVODEX.2.1-P80,EVODEX.2.1-P835,EVODEX.2.1-P839,EVODEX.2.1-P871","{""H"": -2}"
EVODEX.2.1-M527,1.9679399999999987,"EVODEX.2.1-P5770,EVODEX.2.1-P5787,EVODEX.2.1-P5791,EVODEX.2.1-P5802,EVODEX.2.1-P5804","{""H"": -2, ""N"": -2, ""O"": 2}"
EVODEX.2.1-M55,13.979239999999999,"EVODEX.2.1-P135,EVODEX.2.1-P137,EVODEX.2.1-P216,EVODEX.2.1-P221,EVODEX.2.1-P239,EVODEX.2.1-P241,EVODEX.2.1-P243,EVODEX.2.1-P253","{""H"": -2, ""O"": 1}"
