id,original_id,smirks,sources
EVODEX.1-E643,20620250820437379070023641832243850944815466274137888328049257571803341975085,[#6:6]-[#6:7](-[#7](-[H])-[H])=[#8:9]>>[#6:6]-[#6:7](=[#8:9])-[#8]-[H],"EVODEX.1-P4807,EVODEX.1-P3217,EVODEX.1-P5643,EVODEX.1-P5576,EVODEX.1-P5273"
EVODEX.1-E644,99131217287751378605567644517996742122612905834856535069585640761534677718268,[#7]#[#6:2]-[#6:3].[#8:8](-[H])-[H]>>[#6:2](-[#6:3])(=[#8:8])-[#8]-[H],"EVODEX.1-P5926,EVODEX.1-P5905,EVODEX.1-P5906,EVODEX.1-P5930,EVODEX.1-P5886"
EVODEX.1-E645,41644386435341711151437330270022584961877896148255164832068152300056981890585,[#6:2]-[#6:4](-[#7](-[H])-[H])(-[H:12])-[H].[#8:7]=[#8:8]>>[#6:2]-[#6:4](=[#8])-[H:12].[#8:7](-[#8:8]-[H])-[H],"EVODEX.1-P1015,EVODEX.1-P1067,EVODEX.1-P1056,EVODEX.1-P1005,EVODEX.1-P933"
EVODEX.1-E646,15563571206690750461164251312573019291278154109674082454914138388809079740897,[#7](-[#6:2](=[#8:3])-[#7:4](-[#6:5])-[H:16])(-[H])-[H]>>[#6:2](=[#8:3])=[#8].[#7:4](-[#6:5])(-[H:16])-[H],"EVODEX.1-P5778,EVODEX.1-P5737,EVODEX.1-P5732,EVODEX.1-P5883,EVODEX.1-P5501"
EVODEX.1-E647,110571567206159679107481665464947082879765384752960263955429810834112036078360,[#7](-[#6:2](-[#6:3])(-[#6:9])-[H])(-[H])-[H].[#8:16]=[#8:17]>>[#6:2](-[#6:3])(-[#6:9])=[#8].[#8:16](-[#8:17]-[H])-[H],"EVODEX.1-P1003,EVODEX.1-P944,EVODEX.1-P963,EVODEX.1-P956,EVODEX.1-P951"
EVODEX.1-E648,108568468186755336753211216073265841873638419263866052596240904793733880803721,[#6:2]-[#6:3](-[#8:4])(-[#6:5]#[#7])-[H:10].[#8:7](-[H])-[H]>>[#6:2]-[#6@:3](-[#8:4])(-[#6:5](=[#8:7])-[#8]-[H])-[H:10],"EVODEX.1-P5895,EVODEX.1-P5939,EVODEX.1-P5940,EVODEX.1-P5943,EVODEX.1-P5936"
EVODEX.1-E649,8395198162398221958050789415743039294505791589228997606407576759806667551627,[#8]=[#6](-[#7:4](-[#6@@:5])-[H:34])-[#8]-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H]>>[#7:4](-[#6@@:5])(-[H:34])-[H],"EVODEX.1-P5560,EVODEX.1-P5767,EVODEX.1-P5524,EVODEX.1-P4919,EVODEX.1-P5714"
EVODEX.1-E650,72919296768742315581628835270112057192698004450089163125274204875907553071151,[#7:6](-[#6@@:5])(-[#6:7](=[#8:8])-[#6:9])-[H:39]>>[#6:7](=[#8:8])(-[#6:9])-[#8]-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H].[#7:6](-[#6@@:5])(-[H:39])-[H],"EVODEX.1-P4726,EVODEX.1-P4720,EVODEX.1-P4709,EVODEX.1-P4717,EVODEX.1-P4728"
EVODEX.1-E651,83027332211686899475236079865067015627938015705595007828192361665347921302969,[#8:2]=[#6:3](-[#6:4])-[#8]-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H].[#8:1](-[H:31])-[H]>>[#8:1](-[#6:3](=[#8:2])-[#6:4])-[H:31],"EVODEX.1-P4050,EVODEX.1-P3931,EVODEX.1-P3932,EVODEX.1-P4049,EVODEX.1-P5652"
EVODEX.1-E652,103895337947933537989198113068550926376452374963034496242916101735031643298394,[#7:6](-[#6@@:5])(-[H:28])-[H].[#6:17]-[#6:18](=[#8:19])-[#8]-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H]>>[#7:6](-[#6@@:5])(-[#6:18](-[#6:17])=[#8:19])-[H:28],"EVODEX.1-P4708,EVODEX.1-P4715,EVODEX.1-P4719,EVODEX.1-P4706,EVODEX.1-P4721"
EVODEX.1-E653,36400388518032073589442886418693583669955086458073242429122849774439975046098,[#6](=[#6](-[#8]-[#6:4](=[#8:5])-[#6:6])-[H])(-[H])-[H].[#8:8](-[#6:9])-[H]>>[#6:4](=[#8:5])(-[#6:6])-[#8:8]-[#6:9],"EVODEX.1-P4011,EVODEX.1-P3998,EVODEX.1-P4132,EVODEX.1-P4080,EVODEX.1-P4024"
EVODEX.1-E654,86573404772078666849023389569190406998529579678619438582032094167852317591034,[#6:24]-[#8:25]-[H]>>[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:25]-[#6:24])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P1711,EVODEX.1-P1751,EVODEX.1-P1687,EVODEX.1-P1710,EVODEX.1-P4085"
EVODEX.1-E655,42624091303908637990087260767815523239827172466389710336065454598062606274809,[#6:17]-[#6:18](=[#8:19])-[#16:20]-[#6:21]>>[#6:17]-[#6:18](=[#8:19])-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6@@](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#8]-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H].[#16:20](-[#6:21])-[H],"EVODEX.1-P1999,EVODEX.1-P1907,EVODEX.1-P2034,EVODEX.1-P1941,EVODEX.1-P2014"
EVODEX.1-E656,28275629846049864546834889699542408357066247515595020427602449419553012414365,[#6:17]-[#6:18](=[#8:19])-[#16:20]-[#6:21]>>[#6:17]-[#6:18](=[#8:19])-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H].[#16:20](-[#6:21])-[H],"EVODEX.1-P2048,EVODEX.1-P1910,EVODEX.1-P1863,EVODEX.1-P1866,EVODEX.1-P2054"
EVODEX.1-E657,34780282885311614297357478355119355659171355155175037209614184361439764074256,[#8:9](-[#6:10])-[H]>>[#6](=[#8])(-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[#8:9]-[#6:10],"EVODEX.1-P1612,EVODEX.1-P4010,EVODEX.1-P2074,EVODEX.1-P1591,EVODEX.1-P3905"
EVODEX.1-E658,92669742797952305088498980918888131306491324464867904056048120279771823708119,[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#16:10]-[#6:11]>>[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#7](-[#6]1:[#6](-[#8]-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[#6](=[#8])-[#8]-[H])-[H].[#16:10](-[#6:11])-[H],"EVODEX.1-P1550,EVODEX.1-P1557,EVODEX.1-P1542,EVODEX.1-P1556,EVODEX.1-P1537"
EVODEX.1-E659,107955874637641578294005287876924540616832313020674352911700255751385957814295,[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#16:10]-[#6:11]>>[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#7](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[#6](=[#8])-[#8]-[H])-[H].[#16:10](-[#6:11])-[H],"EVODEX.1-P1538,EVODEX.1-P1545,EVODEX.1-P1547,EVODEX.1-P1536,EVODEX.1-P1533"
EVODEX.1-E660,23912778549152510651129265456569429850089477985034029639969345723529203965914,[#6:14]-[#8:16]-[H]>>[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#8:16]-[#6:14])(-[H])-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P2557,EVODEX.1-P2560,EVODEX.1-P2554,EVODEX.1-P2552,EVODEX.1-P2559"
EVODEX.1-E661,50228045144934703422439311152955197829350372460181903144601712389267822486086,[#6:38]-[#6:39](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])(-[H:79])-[H:80]>>[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])(-[H])-[H])-[H])(-[#6:39](-[#6:38])(-[H:79])-[H:80])(-[H])-[H],"EVODEX.1-P2537,EVODEX.1-P2535,EVODEX.1-P2602,EVODEX.1-P2533,EVODEX.1-P2540"
EVODEX.1-E662,64592732234956424183386905526966795821672098240421581433554084188272547200626,[#6:22]-[#8:23]-[H]>>[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:23]-[#6:22])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P1973,EVODEX.1-P2040,EVODEX.1-P1561,EVODEX.1-P1971,EVODEX.1-P1964"
EVODEX.1-E663,99397633072629045156925692300770903740320457151225719767499263593627202311397,[#6:14]-[#8:15]-[H]>>[#6:14]-[#8:15]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6@@](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#8]-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])=[#8],"EVODEX.1-P2005,EVODEX.1-P2011,EVODEX.1-P2002,EVODEX.1-P2016,EVODEX.1-P2007"
EVODEX.1-E664,80797491526347106001337835212233910367257242043974010548947682002094268449045,[#7:1](-[#6:2])(-[H:69])-[H]>>[#7:1](-[#6:2])(-[#6](-[#6@@](-[#7](-[H])-[H])(-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[#8]-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H])-[H])=[#8])-[H:69],"EVODEX.1-P7361,EVODEX.1-P7351,EVODEX.1-P7470,EVODEX.1-P7357,EVODEX.1-P7344"
EVODEX.1-E665,33433477760689945030484770335420689617763169829364848423113065245941532247681,([#8:37]-[#15:38](=[#8:39])(-[#8:40])-[#8:41]-[#15:42].[#8:47]-[#6@@:46](-[#6@@:31])(-[H:61])-[#6@:48](-[#6@:29])(-[#8:49])-[H:63]).[#7:1](-[#6:2])(-[H:69])-[H]>>[#7:1](-[#6:2])(-[#6](-[#6@@](-[#7](-[H])-[H])(-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[#8]-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H])-[H])=[#8])-[H:69].([#8](-[#15:38](-[#8:37])(=[#8:39])-[#8:40])-[H].[#8:49]-[#6@:48](-[#6@:29])(-[H:63])-[#6@@:46](-[#6@@:31])(-[#8:47])-[H:61]).[#8:41](-[#15:42])-[H],"EVODEX.1-P7342,EVODEX.1-P7350,EVODEX.1-P7465,EVODEX.1-P7356,EVODEX.1-P7099"
EVODEX.1-E666,3662754351613361241251558613425961261765329655617772840420237589541903151733,[#6:2]-[#6:3](-[#8:4]-[#15:5])(-[H:29])-[H:30]>>[#6:2]-[#6:3](-[#6]1:[#6](-[#6](-[#6@](-[#7](-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H]):[#6](-[H]):[#6](-[H]):[#6](-[#8]-[H]):[#6]:1-[H])(-[H:29])-[H:30].[#8:4](-[#15:5])-[H],"EVODEX.1-P2569,EVODEX.1-P2564,EVODEX.1-P2570,EVODEX.1-P2568,EVODEX.1-P2572"
EVODEX.1-E667,56469076786127785772797131770049074131184829762267894408711467611012791896093,[#6:2]-[#6:3](=[#8:4])-[#6:5]=[#8:6]>>[#6:2]-[#6:3](-[#6:5]=[#8:6])(-[#7](-[H])-[H])-[H].[#8:4]=[#6](-[#6](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[#8]-[H]):[#6](-[H]):[#6]:1-[H])(-[H])-[H])-[#6](=[#8])-[#8]-[H],"EVODEX.1-P3106,EVODEX.1-P2808,EVODEX.1-P2953,EVODEX.1-P3187,EVODEX.1-P2867"
EVODEX.1-E668,10036889820782393061828860201055119798665287279309617639898304441154370078056,[#7:1](-[#6@@:2])(-[H:59])-[H].([#8:41]-[#15:42](=[#8:43])(-[#8:44])-[#8:45]-[#15:46].[#8:51]-[#6@@:50](-[#6@@:35])(-[H:72])-[#6@:52](-[#6@:33])(-[#8:53])-[H:74])>>[#7:1](-[#6@@:2])(-[#6](-[#6@@](-[#7](-[H])-[H])(-[#6](-[#6]1:[#6](-[H]):[#7](-[H]):[#6]2:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1:2)(-[H])-[H])-[H])=[#8])-[H:59].([#8](-[#15:42](-[#8:41])(=[#8:43])-[#8:44])-[H].[#8:53]-[#6@:52](-[#6@:33])(-[H:74])-[#6@@:50](-[#6@@:35])(-[#8:51])-[H:72]).[#8:45](-[#15:46])-[H],"EVODEX.1-P7316,EVODEX.1-P7310,EVODEX.1-P7324,EVODEX.1-P7477,EVODEX.1-P7323"
EVODEX.1-E669,108066182568441903471251311382823233933221518879566868890585437839119155620551,[#6:21]-[#6:22](=[#8:23])-[#6:24]=[#8:25]>>[#6](-[#6](-[#6]1:[#6](-[H]):[#7](-[H]):[#6]2:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1:2)(-[H])-[H])(-[#6](=[#8])-[#8]-[H])=[#8:23].[#7](-[#6:22](-[#6:21])(-[#6:24]=[#8:25])-[H])(-[H])-[H],"EVODEX.1-P3148,EVODEX.1-P2963,EVODEX.1-P3122,EVODEX.1-P2956,EVODEX.1-P2870"
EVODEX.1-E670,38091129066753586615293986721468764396561060476105954843750658063004149989470,[#6:42](-[#6@:40])(=[#8:43])-[#8:44]-[H:107].([#8:70]-[#15:71](=[#8:72])(-[#8:73])-[#8:74]-[#15:75].[#8:80]-[#6@@:79](-[#6@@:64])(-[H:132])-[#6@:81](-[#6@:62])(-[#8:82])-[H:134])>>[#6:42](-[#6@:40])(=[#8:43])-[#7](-[#6@@](-[#6](-[#16]-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H].([#8:44](-[#15:71](-[#8:70])(=[#8:72])-[#8:73])-[H:107].[#8:82]-[#6@:81](-[#6@:62])(-[H:134])-[#6@@:79](-[#6@@:64])(-[#8:80])-[H:132]).[#8:74](-[#15:75])-[H],"EVODEX.1-P7394,EVODEX.1-P7484,EVODEX.1-P7079,EVODEX.1-P7076,EVODEX.1-P7428"
EVODEX.1-E671,4480549732087635432809113267956634775036981917084435560022101232210977358747,[#6](-[#7:2](-[#6:3])-[H:24])(-[H])(-[H])-[H].[#8:13]=[#8:14]>>[#7:2](-[#6:3])(-[H:24])-[H].[#8:13](-[#8:14]-[H])-[H],"EVODEX.1-P1153,EVODEX.1-P1176,EVODEX.1-P1173,EVODEX.1-P1170,EVODEX.1-P1168"
EVODEX.1-E672,40908448846874268738638632574301471751322653870031171080131916305431341132039,[#6:4](-[#6@:3])(-[H:22])(-[H:23])-[H].[#6:14]-[#6:15](=[#8:16])-[#6](=[#8])-[#8]-[H]>>[#6:4](-[#6@:3])(-[#8]-[H])(-[H:22])-[H:23].[#6:14]-[#6:15](=[#8:16])-[#8]-[H],"EVODEX.1-P434,EVODEX.1-P416,EVODEX.1-P430,EVODEX.1-P425,EVODEX.1-P369"
EVODEX.1-E673,110355957763925405131374424437791863575899705351047848276401791453735627296016,[#6:13]-[#6:14](-[H:34])(-[H])-[#6@@:15].[#6:6]-[#6:7](=[#8:8])-[#6](=[#8])-[#8]-[H]>>[#6:13]-[#6@:14](-[#8]-[H])(-[H:34])-[#6@@:15].[#6:6]-[#6:7](=[#8:8])-[#8]-[H],"EVODEX.1-P409,EVODEX.1-P366,EVODEX.1-P356,EVODEX.1-P357,EVODEX.1-P380"
EVODEX.1-E674,18680129253014810667092672472073589610642156436233028117761816828990806718611,[#7:4]-[#6:5](-[#6:6])(-[H:36])-[H].[#6:18]-[#6:19](=[#8:20])-[#6](=[#8])-[#8]-[H]>>[#7:4]-[#6:5](-[#6:6])(-[#8]-[H])-[H:36].[#6:18]-[#6:19](=[#8:20])-[#8]-[H],"EVODEX.1-P340,EVODEX.1-P344,EVODEX.1-P393,EVODEX.1-P365,EVODEX.1-P352"
EVODEX.1-E675,92203235403685360616853880005139800341993677482287841409155297768065518027148,[#6:24]-[#8:25]-[H]>>[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:25]-[#6:24])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P1562,EVODEX.1-P2036,EVODEX.1-P1813,EVODEX.1-P1673,EVODEX.1-P1454"
EVODEX.1-E676,48445077256935907843258737732975384968232980886262685056237099536670901136216,[#6:88]-[#6@@:89](-[#8:90]-[H])(-[#6:91])-[H:168]>>[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](=[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:90]-[#6@:89](-[#6:88])(-[#6:91])-[H:168])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P1808,EVODEX.1-P1812,EVODEX.1-P1814,EVODEX.1-P1802,EVODEX.1-P1816"
EVODEX.1-E677,86235701824751362132245855678730129108105903579809572254531619332223960552870,[#6:38]-[#6:39](=[#8:40])-[#8:41]-[#6:42]>>[#6](-[#6]1=[#6](-[#6](=[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](=[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#8]-[#6:39](-[#6:38])=[#8:40])(-[H])-[H])-[H])-[H])-[H])-[H])-[H])-[H])-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[H])(-[H])-[#6](-[H])(-[H])-[#6]-1(-[H])-[H])(-[H])(-[H])-[H].[#8:41](-[#6:42])-[H],"EVODEX.1-P1495,EVODEX.1-P1484,EVODEX.1-P1485,EVODEX.1-P1492,EVODEX.1-P1489"
EVODEX.1-E678,90089549726455184152500962282633963267811998992126319372842749983059701539127,[#6:1](-[#7:2](-[#6@@:3])-[H:23])(-[H:24])(-[H:25])-[H:26]>>[#6:1](-[#7](-[H])-[H])(-[H:24])(-[H:25])-[H:26].[#7:2](-[#6@@:3])(-[H:23])-[H],"EVODEX.1-P1267,EVODEX.1-P1155,EVODEX.1-P1172,EVODEX.1-P642,EVODEX.1-P1179"
EVODEX.1-E679,77975254755058971082203421472693790609733164272603896166741569986361998183110,[#6](-[#6:6](-[#6:7])(-[H:96])-[H:97])(-[H])(-[H])-[H]>>[#6:6](-[#6:7])(-[H:96])(-[H:97])-[H],"EVODEX.1-P3072,EVODEX.1-P3783,EVODEX.1-P3029,EVODEX.1-P2849,EVODEX.1-P3785"
EVODEX.1-E680,84204929191916476323874377354743598875593002757508473776808043671548601299976,[#6](-[#6:2](-[#6:3])(-[#6:9])-[H:20])(-[H])(-[H])-[H]>>[#6:2](-[#6:3])(-[#6:9])(-[H:20])-[H],"EVODEX.1-P3054,EVODEX.1-P3031,EVODEX.1-P3051,EVODEX.1-P3063,EVODEX.1-P3806"
EVODEX.1-E681,23292061006526955374709953146924095984558274359325783774871318029322308775976,[#6:2]-[#7:6](-[#6](-[H])(-[H])-[H])-[#6:8]>>[#6:2]-[#7:6](-[#6:8])-[H],"EVODEX.1-P1311,EVODEX.1-P379,EVODEX.1-P1185,EVODEX.1-P1244,EVODEX.1-P1245"
EVODEX.1-E682,1066310269255109731134988414427184405831790970446273561197003569988433289833,[#16:28](-[#6:29])-[H]>>[#6](-[#16:28]-[#6:29])(-[H])(-[H])-[H],"EVODEX.1-P1298,EVODEX.1-P1296,EVODEX.1-P1295,EVODEX.1-P1303,EVODEX.1-P1280"
EVODEX.1-E683,7160881732106515495299254641624859107663164723630719505603579016465612280050,[#6:1](-[#6:2])(-[H:58])(-[H:59])-[H]>>[#6:1](-[#6:2])(-[#6](-[H])(-[H])-[H])(-[H:58])-[H:59],"EVODEX.1-P3028,EVODEX.1-P3061,EVODEX.1-P1402,EVODEX.1-P3786,EVODEX.1-P3071"
EVODEX.1-E684,89670578302664306374205449461443657290196804116434564326378455417657136535632,[#6:18]-[#7:19](-[H])-[#6@@:20]>>[#6:18]-[#7:19](-[#6](-[H])(-[H])-[H])-[#6@@:20],"EVODEX.1-P1288,EVODEX.1-P1323,EVODEX.1-P1281,EVODEX.1-P1234,EVODEX.1-P1265"
EVODEX.1-E685,68126988199904464116434258369929780768750290084253255393289754175315901153498,[#6:60]-[#6:61](-[#6:62])(-[H:109])-[H]>>[#6](-[#6@@:61](-[#6:60])(-[#6:62])-[H:109])(-[H])(-[H])-[H],"EVODEX.1-P3053,EVODEX.1-P3804,EVODEX.1-P3059,EVODEX.1-P1586,EVODEX.1-P3030"
EVODEX.1-E686,37616101638321203164561306392541733852864366008805555912114679665641996690584,[#6:1]-[#6:2](-[#6:3])=[#6:4](-[#6:5])-[H]>>[#6:1]-[#6:2](-[#6:3])(-[#6:4](-[#6:5])=[#6](-[H])-[H])-[H],"EVODEX.1-P1257,EVODEX.1-P1285,EVODEX.1-P1248,EVODEX.1-P1252,EVODEX.1-P1255"
EVODEX.1-E687,63096401667915070201575570998850322257681880948425458770610989933085782090134,[#6](-[#6](-[#8:3]-[#6:4])(-[H])-[H])(-[H])(-[H])-[H]>>[#8:3](-[#6:4])-[H],"EVODEX.1-P3921,EVODEX.1-P4047,EVODEX.1-P3885,EVODEX.1-P3857,EVODEX.1-P4986"
EVODEX.1-E688,91581026320465939687614570495313875586260726413052270229847320056409154792090,[#15:4]-[#8:6]-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H]>>[#15:4]-[#8:6]-[H],"EVODEX.1-P4298,EVODEX.1-P4297,EVODEX.1-P4175,EVODEX.1-P4295,EVODEX.1-P4299"
EVODEX.1-E689,27421511532740622289790936801028799681876837887129040493000990376644265161030,[#6](-[#6](-[#7:3](-[#6:4])-[H:60])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])(-[H])-[H]>>[#7:3](-[#6:4])(-[H:60])-[H],"EVODEX.1-P1136,EVODEX.1-P1120,EVODEX.1-P1135,EVODEX.1-P889,EVODEX.1-P1117"
EVODEX.1-E690,43416296212592067314073365993880611734806486520947152778359967149435645256092,[#6:4]-[#7:5](-[#6](-[#8]-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H:20]>>[#6:4]-[#7:5](-[H:20])-[H],"EVODEX.1-P6531,EVODEX.1-P6533,EVODEX.1-P6532,EVODEX.1-P6526,EVODEX.1-P6535"
EVODEX.1-E691,48520895898502467215699857321004584693259923003214124208596100924613820701047,[#7:1]-[#6:2](-[#6:3])(-[H:20])-[H].[#8]=[#6](-[#8]-[H])-[#6](=[#8])-[#6:11](-[#6:12])(-[H:30])-[H:31]>>[#7:1]-[#6@:2](-[#6:3])(-[#6:11](-[#6:12])(-[H:30])-[H:31])-[H:20],"EVODEX.1-P3145,EVODEX.1-P3171,EVODEX.1-P3135,EVODEX.1-P3159,EVODEX.1-P3161"
EVODEX.1-E692,11384046944622111273176959892154072391516862709934344591354930119345301797821,[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[#6@@](-[#7:5](-[H:23])-[H:24])(-[#6](=[#8])-[#8]-[H])-[H])-[H])(-[H])(-[H])-[H].[#6:14]-[#6:15](=[#8])-[#6:17]=[#8:18]>>[#7:5](-[#6:15](-[#6:14])(-[#6:17]=[#8:18])-[H])(-[H:23])-[H:24],"EVODEX.1-P3039,EVODEX.1-P2937,EVODEX.1-P3068,EVODEX.1-P3070,EVODEX.1-P3209"
EVODEX.1-E693,2023553127333286138877391461101727705163455509612242844773901863700660539935,[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:7]-[#6:8])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H]>>[#8:7](-[#6:8])-[H],"EVODEX.1-P4077,EVODEX.1-P4139,EVODEX.1-P3894,EVODEX.1-P3927,EVODEX.1-P3910"
EVODEX.1-E694,76327840132328250448877195643455796576537462616262153456391654963528389354300,[#6](-[#6](=[#8])-[#6](-[#6](=[#8])-[#16:7]-[#6:8])(-[H])-[H])(-[H])(-[H])-[H].[#6:57]-[#6:59](=[#8:60])-[#8]-[H]>>[#16:7](-[#6:8])-[#6:59](-[#6:57])=[#8:60],"EVODEX.1-P3827,EVODEX.1-P3816,EVODEX.1-P3831,EVODEX.1-P3843,EVODEX.1-P3847"
EVODEX.1-E695,99833996943022847981830204492100570156560315328037866539917102754452586199581,[#6](-[#6](-[#6](-[#6](=[#8])-[#8:6]-[#6:7])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H]>>[#8:6](-[#6:7])-[H],"EVODEX.1-P4090,EVODEX.1-P3901,EVODEX.1-P4137,EVODEX.1-P3852,EVODEX.1-P3939"
EVODEX.1-E696,42963048415187242892359193697504252849385388287715029517791985103081395491828,[#6:13]-[#6@:14](-[#7:15](-[H:27])-[H:28])(-[#6:16]=[#8:17])-[H]>>[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[#6@@](-[#6](=[#8])-[#8]-[H])(-[#7:15](-[H:27])-[H:28])-[H])-[H])(-[H])(-[H])-[H].[#8]=[#6:14](-[#6:13])-[#6:16]=[#8:17],"EVODEX.1-P3069,EVODEX.1-P3016,EVODEX.1-P3151,EVODEX.1-P2975,EVODEX.1-P3037"
