id,smirks,sources
EVODEX.1-E1128,[H][O:23][C:22]>>[H]OC([H])([H])[C@@]1([H])O[C@@]([H])([O:23][C:22])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"EVODEX.1-P3225,EVODEX.1-P3284,EVODEX.1-P3481,EVODEX.1-P3482,EVODEX.1-P3490"
EVODEX.1-E1129,[H][O:42][C:41]([C:40])([C:43]([N:44])([C:81])[H:238])[H:239]>>[H]OC([H])([H])[C@@]1([H])OC([H])([O:42][C@@:41]([C:40])([C@:43]([N:44])([C:81])[H:238])[H:239])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"EVODEX.1-P3275,EVODEX.1-P3277,EVODEX.1-P3428,EVODEX.1-P3443,EVODEX.1-P3451"
EVODEX.1-E113,[H][C:1]([C:2])([H:13])[H:14].[C:8][C:10](=[O:11])[H:19]>>[H][O:11][C:10]([C:1]([C:2])([H:13])[H:14])([C:8])[H:19],"EVODEX.1-P8918,EVODEX.1-P8923,EVODEX.1-P8955,EVODEX.1-P8963,EVODEX.1-P9049"
EVODEX.1-E1130,[H]O[C:17]([C:15])=[O:18]>>[H]OC(=O)[C@@]([H])(N([H])[C:17]([C:15])=[O:18])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],"EVODEX.1-P7851,EVODEX.1-P7944"
EVODEX.1-E1131,[P:41][O:44][P:45](=[O:46])([O:47])[O:48]>>[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C(C([H])([H])[H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:45](=[O:46])([O:47])[O:48].[H][O:44][P:41],EVODEX.1-P5140
EVODEX.1-E1132,[H]C([H])([H])C([H])([H])C(O)=O>>[H]O,"EVODEX.1-P5569,EVODEX.1-P5639,EVODEX.1-P5826,EVODEX.1-P6064"
EVODEX.1-E1133,[H]C([H])([H])C([H])([H])C(=O)[N:5]([C:6])[H:21]>>[H][N:5]([C:6])[H:21],"EVODEX.1-P7889,EVODEX.1-P7890"
EVODEX.1-E1134,[H]C([H])([H])C([H])([H])C(=O)[O:5][C:6]>>[H][O:5][C:6],"EVODEX.1-P2396,EVODEX.1-P5609,EVODEX.1-P6067,EVODEX.1-P6071,EVODEX.1-P6075"
EVODEX.1-E1135,[H]C([H])([H])C([H])([H])C(=O)[S:5][C:6]>>[H][S:5][C:6],"EVODEX.1-P2527,EVODEX.1-P5611,EVODEX.1-P6122,EVODEX.1-P6129"
EVODEX.1-E1136,[H]OC(=O)C(C([H])([H])C([H])([H])[H])=[O:4].[H]N([H])[C:9]([H])([C:10])[H:28]>>[O:4]=[C:9]([C:10])[H:28],"EVODEX.1-P4090,EVODEX.1-P4112,EVODEX.1-P4217,EVODEX.1-P4593"
EVODEX.1-E1138,[H]OC(=O)C(C([H])([H])C([H])([H])[H])=[O:4].[H]N([H])[C@@:9]([H])([C:10])[C:12]=[O:13]>>[O:4]=[C:9]([C:10])[C:12]=[O:13],EVODEX.1-P4555
